 Mean of the integrated profile, Standard deviation of the integrated profile, Excess kurtosis of the integrated profile, Skewness of the integrated profile, Mean of the DM-SNR curve, Standard deviation of the DM-SNR curve, Excess kurtosis of the DM-SNR curve, Skewness of the DM-SNR curve,target_class
41.375,39.76532723,3.802018452,16.05622183,23.66053512,55.42796537,2.451976243,5.164108329,1
126.40625,49.26355104,-0.053176949,-0.07184699,3.906354515,23.60884407,6.973065175,52.1720817,0
131.046875,55.99495783,0.076032445,-0.651566078,2.885451505,18.19476814,8.099255716,75.89106417,0
134.0546875,42.52082368,-0.44919097,0.807616804,2.66722408,19.69583838,9.074480484,89.40957529,0
80.640625,56.30882124,1.481006321,1.95213608,27.80769231,63.85544771,2.179749782,3.354892112,1
130.640625,50.24420588,-0.260808829,-0.293689167,13.92558528,48.73611952,3.425664022,10.35867391,0
76.515625,37.64492503,0.857257553,2.773205048,1.805183946,17.41264888,10.93680598,127.8741213,0
121.703125,48.82259969,0.201694026,0.122594589,2.782608696,15.6036688,8.111232696,85.27914879,0
141.9296875,47.076929,-0.314688353,0.27386136,1.915551839,11.95883655,11.44785067,188.5699184,0
135.7265625,44.53539934,0.134598894,0.25748813,1.642140468,11.14959229,13.09093274,243.0025985,0
101.390625,42.91128828,0.570746218,0.963874437,6.260869565,29.09631981,4.831480661,23.35762378,0
117.9296875,50.02143034,0.146163662,-0.120595813,2.397993311,15.63934439,10.05323182,122.7355695,0
90.3359375,44.2945181,0.524308874,0.472682426,19.2867893,51.10078107,2.597692703,5.612991902,0
103.4375,40.63475844,0.50887377,0.79119146,0.780936455,10.75675899,16.77272595,323.2942625,0
131.609375,46.59084446,-0.171014222,-0.024109914,1.661371237,17.38208856,11.36316959,133.8924026,0
85.671875,46.69868664,1.084527824,1.100296625,109.5752508,82.2437351,-0.090484833,-1.401876872,0
114.8359375,51.92614607,-0.009627119,-0.528805933,1.227424749,12.03124904,14.08730859,234.4736858,0
127.9921875,50.72759605,-0.065354261,-0.393038036,1.173913043,14.39463581,14.08772324,213.9224479,0
85.5234375,36.69404006,0.73314856,2.476574339,1.95735786,18.37346734,10.4034065,114.392908,0
131.3671875,60.13446795,-0.128236973,-0.775475957,2.463210702,16.3094393,10.01656255,119.2249473,0
161.4453125,45.3275938,-0.3868499,0.597409859,2.319397993,17.64083298,9.907935965,107.0288457,0
84.8046875,42.76426271,0.737207209,1.028279665,1.005852843,12.100228,15.9737358,291.1461423,0
100.84375,38.36918472,0.333916788,1.345087501,1.759197324,12.13451119,11.35182764,181.0247493,0
107.1640625,43.08182211,0.202746956,0.415875367,3.698996656,22.6539999,7.179441499,56.96432043,0
42.0234375,33.02708757,3.6688856,19.64800538,87.90468227,86.47995077,0.259049282,-1.504341473,1
107.921875,35.99796205,0.463238158,1.510355448,3.014214047,21.61890118,7.980025033,67.43259465,0
105.953125,51.68668521,0.25217906,-0.190423448,2.477424749,15.09109437,8.648204386,96.78389871,0
53.7890625,30.06208481,3.231805376,18.01165504,30.67056856,67.75205759,1.97295785,2.336556152,1
145.234375,46.35840073,-0.05023288,-0.128192703,2.809364548,15.5567398,8.099294824,86.52401046,0
111.6328125,44.7848801,0.298077903,0.540273266,1.841973244,12.70645995,11.02936975,165.4723693,0
133.046875,61.80448752,-0.112912856,-0.69782282,1.918896321,12.42129513,10.87754787,167.4988391,0
46.171875,36.15831279,3.294612925,13.59033242,14.00501672,43.68747295,3.424030632,11.5640852,1
108.453125,48.03235553,0.322747422,0.236921215,2.064381271,18.55120462,10.58132328,121.8257047,0
109.9921875,45.36785345,0.106601943,0.382834323,3.107023411,20.09792708,8.016485629,70.40924705,0
37.3046875,41.06579298,3.653733848,13.72233338,51.10618729,64.88992167,1.338573283,1.060299728,1
87.5703125,46.19332399,0.686262126,1.266967738,6.010869565,29.84139875,5.182647685,26.71224184,0
84.7421875,40.00727397,1.368956989,3.812073222,5.736622074,32.04731081,5.9796027,36.14797519,1
103.21875,53.55238929,0.213810302,-0.450497343,1.379598662,15.6908805,12.60230455,167.6400557,0
69.2109375,36.15237984,2.602622367,11.03299416,11.81354515,41.38266061,3.902658237,15.15191981,1
91.828125,34.11174408,1.446682068,5.265288542,3.741638796,25.31736958,7.23510061,53.58207362,1
50.609375,35.50203215,3.667239216,16.4699669,11.73578595,39.9579891,3.982307101,16.36454974,1
121.46875,50.81783298,0.163271358,-0.397776952,2.059364548,19.19937606,9.805691093,98.39020296,0
23.734375,31.60658663,5.485040455,31.87704369,32.78177258,57.9005609,2.020024126,3.614699199,1
73.6015625,37.38928236,1.97830008,7.076542863,5.881270903,30.21748287,5.758598016,33.90977932,1
119.3671875,71.51604618,0.061736837,-1.383624796,0.886287625,9.267690086,19.86558232,493.5388398,0
113.203125,41.31403351,0.159530471,0.647460517,5.326086957,24.8636554,5.4156207,33.15287902,0
111.5625,49.93272818,0.344479513,-0.207810348,1.637123746,15.78297927,11.46891243,146.7741526,0
103.2734375,50.10796388,0.392336738,-0.036102282,2.203177258,16.70863904,9.344542016,99.69196882,0
138.21875,49.24523097,-0.136890321,0.059618966,2.16722408,12.876262,9.991939458,145.3488015,0
136.171875,48.92438512,-0.019472875,0.063227207,2.810200669,18.69523028,7.848576536,69.38897842,0
118.640625,54.48505162,0.276858506,-0.322175917,2.446488294,14.52720822,8.997733174,107.9399243,0
108.625,49.37879732,0.557022497,0.545145604,2.673076923,18.89739,8.554329114,82.76813766,0
131.5,52.03349282,-0.092962681,-0.190648514,1.108695652,12.96895797,13.23866151,194.7668002,0
101.9609375,42.6465126,0.324671738,0.717945391,2.112876254,19.30510533,9.77987949,99.23555279,0
94.765625,46.44359556,0.703894987,0.719807426,2.153846154,14.24063655,10.83716744,145.8505458,0
101.296875,46.90038635,0.337467665,0.554437741,1.758361204,12.33374949,11.48755491,178.6829623,0
35.0703125,39.30672326,4.522658784,21.06357501,27.60535117,61.69331397,2.014948043,2.496918796,1
22.515625,30.84132383,5.701812939,34.57422517,74.82692308,71.16992463,0.803085933,-0.138984649,1
101.5859375,46.70561518,0.603978802,1.127494669,2.263377926,13.53145833,9.522586256,127.2462415,0
115.359375,51.9717072,0.194953018,-0.616708495,2.084448161,14.96055211,10.72927714,140.2192894,0
133.8125,46.72806136,-0.090427112,0.561630735,26.43311037,61.59207188,2.116086469,2.946849572,0
128.0234375,44.23418941,0.109480707,0.084028099,3.619565217,18.5328485,6.657102278,54.61513,0
115.0546875,41.58355831,0.118165382,0.510185175,3.517558528,23.24370363,7.333455385,56.31692888,0
120.5390625,71.48731338,0.066583237,-1.237875696,1.568561873,15.70110071,11.66944828,146.7138413,0
126.9296875,44.28956275,0.076327609,0.144185739,1.394648829,11.63864102,13.08523408,223.4211301,0
116.3359375,45.01757944,0.255124156,0.495525485,2.290133779,19.15969509,9.733145197,103.5176329,0
106.9453125,41.4569258,0.52218387,0.880553283,3.346153846,19.54517733,6.677801566,50.46048876,0
125.9296875,48.38229654,0.104638643,-0.196970337,2.061036789,15.39514497,10.23520145,126.1449072,0
118.1640625,50.28058419,-0.035576218,-0.443982435,15.60367893,48.41209445,3.065684943,8.223162556,0
126.109375,47.81674562,0.072050192,-0.038066896,1.392140468,12.22507313,12.17570259,189.9208994,0
103.0390625,43.61987834,0.375771463,0.198870615,2.367056856,18.28627476,8.901882519,85.35334566,0
84.1796875,35.2152829,0.711290907,3.251486661,2.188963211,19.00205266,9.319661759,89.97886356,0
112.59375,47.31418219,0.223270418,0.181440191,2.065217391,12.94589051,10.4603953,150.6209863,0
124.421875,55.32766168,0.021536997,-0.469194807,2.005852843,14.90709689,9.897932299,117.1177467,0
124.125,53.20068139,-0.073382318,-0.585393085,4.157190635,26.10322396,6.849874785,48.52690135,0
81.921875,37.05540813,0.734606908,2.742743228,1.62458194,12.46830219,11.86918524,184.4690652,0
116.1171875,44.77611338,0.041177246,0.634766677,1.735785953,13.99189052,12.50067054,185.8922176,0
135.296875,51.6603026,-0.065632039,-0.683698795,12.73327759,44.91318191,3.637985308,12.25987538,0
130.09375,44.80172247,-0.005380575,0.156732641,1.885451505,18.14377978,10.45982988,114.0161816,0
101.359375,51.46019918,0.390138582,0.159249071,1.034280936,11.24884217,15.46934624,282.5797272,0
97.0625,47.27409273,0.278467144,0.435716882,0.553511706,9.586325582,20.63675832,475.9621349,0
97.0859375,51.29541088,0.327920382,-0.093807865,6.795150502,28.61070753,4.682471015,23.6831281,0
131.15625,48.40445445,0.051407508,-0.020374077,1.331103679,12.04231957,12.4236256,199.0298709,0
102.3515625,35.39433876,0.409204152,1.810187116,6.056020067,30.25044911,5.505104451,31.17418033,0
123.1953125,50.86610159,0.08148965,-0.270929637,3.311036789,23.31133429,7.985741072,66.81812131,0
87.0859375,39.17948031,0.676410762,1.846017995,2.677257525,18.32139267,8.939713643,91.94974803,0
98.0625,43.70654091,0.321597583,0.926466995,2.141304348,14.50767066,9.952468275,125.3959599,0
23.671875,31.17769369,5.157291159,30.3466079,69.51086957,62.25601782,1.346742515,1.18128119,1
47.484375,36.88452936,3.298800061,12.12951179,24.3812709,55.06566573,2.495798577,5.598441147,1
97.09375,48.40542285,0.649224503,0.491307218,5.063545151,28.42815227,5.979687067,36.30006742,1
124.8515625,44.87431926,-0.15804786,0.506919869,2.974080268,21.35498259,8.016559031,68.34167585,0
122.578125,49.84187643,0.237174316,-0.105429696,4.963210702,27.22770914,5.962677367,36.25518517,0
101.4453125,46.86713411,0.614529344,0.680233617,2.602842809,18.66659488,8.855482047,86.23034185,0
12.203125,31.2170725,5.926254772,36.8500351,98.86789298,77.91638134,0.156919399,-1.081045933,1
116.421875,51.63311216,0.047787701,-0.448647395,2.318561873,14.01926612,9.340353385,118.0442518,0
120.8515625,56.1354514,-0.020668909,-0.822529526,4.555183946,22.0333693,6.585557674,51.53469921,0
120.7890625,51.63841417,0.323490322,-0.400269432,0.900501672,14.12856519,16.07710739,262.6151069,0
80.140625,34.42626504,1.697879018,6.213363906,7.822742475,38.34193567,5.048003598,24.8022771,1
127.4921875,58.32974639,-0.04460885,-0.866985093,4.10451505,18.85594784,6.3460208,50.89862756,0
101.21875,47.90288638,0.307754074,0.538280108,4.559364548,27.6058738,6.259676728,39.28218102,0
109.6015625,55.03739352,0.214880245,-0.362173078,2.529264214,16.38285607,8.390333396,83.83457286,0
96.5859375,45.06549528,0.698521955,0.68107138,2.537625418,14.76989919,8.783182183,102.5476156,0
119.015625,44.7665794,0.051436341,0.361735196,2.08277592,17.87280415,9.490885233,96.03256108,0
100.9921875,41.56799702,0.442637828,0.688227157,6.956521739,31.19503513,5.349154199,30.3863257,0
34.6640625,34.03703804,4.53987547,23.64058131,39.85785953,68.72288055,1.722660161,1.888185042,1
132.7578125,47.24400526,0.055267124,-0.042757317,1.825250836,12.4501171,11.36777047,175.6074456,0
110.0234375,41.12432842,0.36020389,0.457952387,1.797658863,16.04177848,11.45351851,146.2697753,0
98.6953125,50.92266787,0.205752506,-0.305033667,3.93812709,22.37405145,7.135389787,56.7966612,0
113.3046875,49.47988205,0.010031245,-0.087848938,1.93812709,17.78060792,10.34715643,115.2600475,0
122.671875,47.82211658,0.255133387,0.267226667,1.877090301,12.6754883,10.96298019,164.0693539,0
115.2890625,44.10714092,0.08596412,0.308754368,3.031772575,17.698062,8.545544297,89.09731327,0
119.8046875,51.52048418,0.184080121,-0.166488297,2.943143813,20.517676,7.819866026,66.43519791,0
128.5234375,44.28846577,0.152801364,0.245010802,1.629598662,12.10098645,11.46295418,182.9725311,0
136.6171875,48.37760347,0.135071049,-0.053703182,0.872073579,9.323677346,19.92900695,489.1868426,0
80.5234375,54.07618538,1.390950312,1.282291873,66.31187291,77.54995516,0.870147339,-0.478375944,1
109.328125,47.41853365,0.27417972,0.293364656,5.330267559,29.46213125,5.969767333,36.44341953,1
112.5078125,48.80797772,0.171710078,-0.063509204,2.367056856,17.96726543,9.198791937,94.08911755,0
102.8671875,58.71772665,0.34079675,-0.527126579,2.190635452,14.67674357,9.48530774,114.2663841,0
23.984375,30.68615943,5.452668529,32.17644209,88.47073579,65.77738106,0.623538239,0.044306412,1
120.046875,51.61862239,-0.097686665,-0.541638389,4.400501672,23.57605567,6.751249366,50.94362242,0
116.8125,50.52347072,0.277875936,-0.041127536,3.178093645,20.62811882,7.965290778,69.03455168,0
101.3203125,38.18109267,0.618039363,1.250747416,2.019230769,18.96146765,9.979841503,102.8080653,0
55.1875,35.72677349,2.206251292,8.562220145,32.5083612,59.49815851,1.812744178,2.443437229,1
38.578125,49.80612559,3.425779498,10.73943582,115.3687291,80.90212712,0.001685044,-1.125589807,1
115.7734375,45.29714651,0.176119189,0.067584397,0.885451505,12.08869489,15.01861331,246.2626413,0
107.9921875,44.00257381,0.392192856,0.232940905,2.602842809,18.8340391,8.416150846,78.00040274,0
113.984375,47.76324822,0.092822828,-0.239677213,22.95234114,60.71405018,2.452075586,4.399656984,0
109.5234375,48.89385264,0.195771439,-0.304190797,4.277591973,27.09446869,6.726237455,46.01618643,0
128.515625,45.54135901,-0.144453271,0.12465235,3.171404682,17.52561103,7.330768681,65.6620963,0
125.203125,50.54922715,-0.125812112,-0.200351374,2.387959866,19.12824145,8.997247672,86.97260875,0
116.6015625,46.90837809,0.215298802,0.334982645,2.848662207,15.29852354,8.042559246,89.10062556,0
115.9296875,50.65017639,0.102399175,0.09972121,1.397157191,13.72326682,12.60564389,184.7787884,0
128.5234375,51.30179773,0.047370213,-0.288825261,3.565217391,21.50950465,7.369965136,60.30353631,0
81.3046875,35.7564589,0.81894401,2.961375717,3.241638796,17.86598116,7.088581396,63.70093706,0
102.78125,47.77403477,0.760360141,0.771787724,2.35367893,14.94827743,8.871292293,101.0371014,0
74.25,40.62653843,1.581929463,3.703968084,10.81939799,41.9128634,4.136097276,16.55925567,1
98.390625,46.65770207,0.41240313,0.315738766,2.39548495,14.40491647,9.175932448,111.7958742,0
102.03125,50.19196548,0.168785294,-0.329010067,2.798494983,17.43229707,9.348877169,105.6318576,0
116.828125,50.66836251,0.077752939,-0.418057563,1.059364548,9.86602499,17.42864586,390.2915806,0
117.3671875,46.37801053,0.056910538,0.21119615,12.10451505,41.45055821,3.458817127,11.02545813,0
117.734375,46.45486458,0.18296089,0.641111264,2.064381271,15.96819693,10.25627392,120.1671229,0
134.890625,52.1633903,-0.017061472,-0.374914986,3.733277592,22.01310638,7.145845867,57.14864936,0
98.1953125,43.0103655,0.095885261,0.513077879,1.284280936,13.78324029,13.02087074,193.1033645,0
124.0390625,46.24601374,0.216716097,0.161912499,2.035953177,14.71233227,9.669122379,115.5385456,0
92.2421875,40.92041554,0.529596865,1.420313207,1.845317726,17.15774696,10.29460887,112.887963,0
133.2734375,52.69690972,0.152191871,-0.299685533,3.464046823,18.28242421,7.31819003,66.41779302,0
87.0859375,40.54492634,0.689507136,1.978205814,4.02006689,25.08489796,7.055696033,52.73233816,0
87.75,38.20462996,0.851328242,2.376165789,2.226588629,15.08209404,9.076638729,102.7323589,0
130.6484375,53.0370728,-0.087245598,-0.422421244,1.669732441,13.98567543,12.5456677,183.6921599,0
114.1484375,45.17225535,0.179826721,0.074158217,2.455685619,14.5366752,9.417564139,116.3594624,0
128.78125,45.69958587,0.002629994,-0.151137971,2.930602007,21.89495368,8.558067147,78.1709308,0
115.9609375,49.69790022,0.119668227,0.128877489,1.536789298,15.57722646,12.19897197,163.5490188,0
112.7265625,54.52905115,0.111932801,-0.465192255,0.807692308,10.41230978,17.38576345,355.6043889,0
128.859375,52.44889393,0.368591739,-0.145431026,3.225752508,22.71009394,8.198129177,72.02372105,0
102.3359375,50.16757502,0.34131095,0.350070772,1.566889632,10.58978371,13.88705535,284.0213927,0
119.1171875,48.8827713,0.184980429,-0.395950212,2.752508361,17.2971459,8.081887059,77.85841399,0
111.65625,53.34007017,0.230513504,-0.308796568,0.587792642,9.234848468,21.13211566,519.4357276,0
90.03125,37.77109045,0.506701507,1.751755867,1.509197324,12.666711,11.56865577,171.5292411,0
124.421875,48.7180359,0.313633392,0.193367151,2.04180602,13.08104112,10.36670167,146.9489811,0
122.828125,50.10132068,-0.111336906,-0.174419462,2.980769231,17.8081695,8.895023447,96.37511294,0
112.609375,51.99327396,0.227919123,0.03933812,3.079431438,19.15871602,7.211543561,59.57098123,0
104.0234375,47.42320517,0.472582508,0.154629769,3.62541806,20.26492982,6.802878615,52.76562102,0
116.296875,40.84600642,0.123292108,0.764691682,2.198160535,17.27400748,10.71319238,129.369986,0
108.9765625,52.21806214,0.208775555,-0.253509097,2.535953177,13.82624661,9.10668729,119.1817846,0
131.96875,46.84347899,0.038249079,-0.287093762,4.178093645,24.39185171,6.749191501,48.21057799,0
111.53125,47.7939813,0.385668018,0.191145593,2.176421405,15.94146313,9.046560192,96.53460332,0
139.203125,55.44822464,0.061560556,-0.59607395,1.989130435,12.2477511,11.53274949,185.8206701,0
58.4375,47.26963051,2.148539156,4.683292326,55.52006689,74.83821189,1.13811631,-0.027805804,1
80.59375,36.78451557,0.922692871,2.774061355,0.602006689,10.21248151,20.69703128,462.77531,0
101.4765625,38.995786,1.39314485,3.911421156,16.89464883,51.28790079,3.212310711,9.556100388,1
27.5234375,30.95610926,4.677046419,25.86510517,32.05183946,59.16230147,2.024630589,3.334317226,1
100.2109375,49.84062919,0.430217791,0.194697711,4.489130435,22.74033402,6.638639361,51.03784606,0
130.578125,42.5449412,0.056708501,0.40531565,5.35451505,26.36874616,6.005304399,38.40078839,0
118.0859375,54.75399919,-0.017835695,-0.547193829,1.322742475,11.60877816,13.17796277,225.0461348,0
145.7578125,48.38642405,-0.133184379,-0.15695016,4.484949833,20.5728319,5.952112874,42.90171498,0
115.6796875,49.96450828,0.06167517,-0.010645787,0.690635452,11.05601182,18.08321297,348.9200687,0
112.53125,47.74949893,0.009085545,-0.171365931,3.517558528,21.00120699,7.437676802,62.25621633,0
113.875,43.0150773,0.483996244,0.943398912,4.68729097,25.73412175,5.987842242,37.28612184,0
106.5625,50.99061648,0.417306755,-0.08887609,3.994147157,24.13962588,6.676586473,46.82577282,0
133.296875,46.42018678,-0.274347398,-0.26468656,1.751672241,17.58218273,11.04318447,128.2668086,0
114.8828125,49.6708889,0.349870467,0.448026705,1.237458194,12.65031897,13.09385309,202.3249457,0
121.703125,59.21166473,-0.228119637,-0.440013638,10.39715719,38.64040063,3.925632046,15.05695713,0
130.3046875,51.3378148,0.070259687,-0.182523754,14.10033445,47.05632397,3.343949922,10.09427275,0
101.3359375,42.35697945,0.647615343,1.516993305,1.721571906,13.72594531,10.13171407,129.5353656,0
79.109375,39.61498974,0.684276621,1.646754522,2.974080268,17.03964972,8.607001076,91.98973038,0
142.21875,46.38037999,-0.13719267,0.158328579,4.93645485,25.15389374,5.65433601,33.83371668,0
88.171875,39.33631222,0.542460917,1.674873849,1.837792642,15.66994791,10.27139683,117.5376832,0
42.3515625,44.29527871,3.175923998,10.1211675,36.95568562,65.24427121,1.794145535,2.209126978,1
95.265625,45.7703992,0.524977018,0.841960227,2.593645485,19.59784883,8.765387759,82.61026504,0
87.109375,40.43653097,0.656423218,1.437604011,1.18812709,10.77726268,14.97911032,289.3189647,0
122.3671875,36.92091868,0.085960775,0.991257185,1.819397993,15.30746725,11.52122361,156.003955,0
123.2890625,47.50495901,0.238072815,0.216695713,1.567725753,14.06077094,11.93932429,166.8840288,0
147.5234375,52.39885567,-0.440763764,-0.210694143,79.32859532,93.94399822,0.48127979,-1.551989797,0
96.4140625,35.04272556,0.361015398,2.391446134,1.319397993,12.87728257,12.67390134,187.3686969,0
147.9921875,44.3453239,-0.19646978,0.16954387,1.540133779,10.92269406,13.741356,264.2154511,0
108.09375,43.53652158,0.192641866,0.362051803,2.428093645,14.89059365,8.563478872,96.52867138,0
131.453125,57.84784182,-0.013151783,-0.760868066,14.19230769,43.61240206,3.241288562,9.899073194,0
117.8046875,53.15485317,0.469561911,0.094985149,2.20735786,14.41311691,9.99820327,128.3555897,0
134.2578125,41.43749926,0.043501628,0.363083385,1.616220736,17.4789612,11.44399894,135.5428962,0
124.953125,38.80658356,0.110124928,1.249571809,2.556020067,14.24203253,8.763568447,107.2569693,0
113.5078125,39.24761061,0.561972311,1.299585896,2.390468227,15.74585605,9.041111304,100.842176,0
118.7890625,46.22375139,0.401368882,0.504114517,4.464882943,25.71999218,6.306837645,41.29132168,0
102.7265625,46.16067639,0.260599121,0.612579736,2.27090301,15.18030506,9.917985713,118.8121888,0
134.921875,57.05351235,-0.205911985,-0.270425257,1.610367893,15.54463934,12.41775819,169.5687177,0
120.2109375,48.30075898,-0.029001636,-0.16651707,6.942307692,33.7351357,5.043913582,25.01909999,0
104.2734375,48.3818979,0.426181036,0.446316052,2.410535117,17.3613819,9.262937896,97.82337474,0
124.6015625,49.85625272,-0.136477533,0.006346023,4.139632107,24.75403554,7.009609356,52.88549476,0
57.3984375,44.95524508,2.638749728,7.709672575,59.05016722,85.54686852,1.141041449,-0.250511785,1
100.53125,42.41718724,0.507235775,1.27650421,2.219063545,19.52124744,10.07556207,108.363345,0
95.46875,44.5354384,0.377170999,0.30787026,5.795986622,30.93833846,5.588421488,30.80519094,0
95.0625,37.06555637,0.712978301,2.624365869,1.70819398,12.5305366,10.93660632,164.2882527,0
94.546875,44.63005213,0.727884362,0.87834695,2.556020067,15.23053741,8.426591091,92.70769844,0
98.5078125,48.30696056,0.269911829,-0.03221039,2.052675585,13.99987104,10.14418917,129.9246609,0
61.03125,39.23266685,2.215447877,6.493572277,16.41304348,50.75424391,3.275554212,9.831332507,1
109.765625,48.81205736,0.125269655,0.200025875,5.35367893,30.04290958,5.929614208,35.64671247,0
119.296875,49.6842152,-0.030041026,-0.122524512,2.502508361,17.79761249,9.430116719,103.4346369,0
82.203125,36.47202682,0.651793668,2.608428668,3.015050167,16.832932,7.461255652,70.16540412,0
104.234375,49.66410367,0.313859893,0.094257539,7.935618729,35.33882867,4.490900033,19.34683135,0
116.9453125,49.25464899,0.070601114,-0.171238908,1.990802676,17.17339514,9.8006897,102.5519348,0
135.4921875,49.20540432,0.012928394,-0.374392826,15.71571906,46.69549605,3.269131003,10.04537237,0
114.1484375,55.40547833,0.084815102,-0.360459507,2.320234114,14.01212895,9.101555984,113.8692066,0
101.3125,46.22613405,0.662089749,0.878553277,3.08361204,20.48291642,7.837326082,67.19090427,0
132.4765625,52.49285142,-0.112397665,-0.293257982,1.481605351,15.43755886,12.28037842,164.7277829,0
119.46875,37.59403574,0.198040172,0.954950111,1.282608696,13.65486175,12.79132045,182.7048224,0
121.2421875,57.79405058,0.032666041,-0.687973589,0.572742475,10.10085725,20.57596871,450.0208616,0
116.2421875,48.07867025,0.297060663,0.047350358,3.795986622,21.75245,6.724057611,50.59927795,0
117.90625,51.95196662,0.121776517,0.022395381,0.77173913,11.73019874,17.37027406,319.4597827,0
90.0703125,46.31316356,1.409969609,3.038750015,3.030936455,17.28687362,8.303035615,82.62758841,1
137.875,51.16196708,0.015710103,-0.30669443,77.46571906,89.39761055,0.463502787,-1.55120759,0
129.03125,52.02492454,0.087634029,-0.31064508,5.816053512,24.28164473,4.683142357,24.24292173,0
108.9921875,44.9808112,0.141624239,0.068031169,3.893812709,22.20634295,6.427071914,44.67605721,0
102.453125,44.41298715,0.652926569,1.10136109,2.425585284,15.5018711,9.213629049,106.0974051,0
123.65625,52.19576095,-0.118114019,-0.391705005,1.617056856,13.25403365,10.64915564,144.6560228,0
120.1953125,45.61524872,0.212942978,0.368716404,1.325250836,12.19574455,12.46321904,195.5893166,0
78.4609375,37.63224647,0.761065718,2.51642616,2.241638796,17.16599964,8.768598663,85.6935325,0
105.203125,56.30613302,0.204506672,-0.414335641,0.970735786,10.57193767,15.85277354,314.7497047,0
143.890625,45.77359951,-0.094019798,0.059707309,2.679765886,16.62739284,8.692774052,96.66385309,0
85.84375,39.09292565,0.644002347,1.754021675,1.193979933,13.05605988,13.95621135,223.6619506,0
108.59375,42.48316532,0.35293546,0.318186029,2.913043478,22.36245503,8.257321424,70.22832855,0
71.1015625,36.01016346,1.036178671,4.089472643,0.77006689,9.052973439,20.81186881,534.7929561,0
107.2890625,43.84438967,0.046256067,0.570111237,7.240802676,32.46006871,4.737524335,22.27637335,0
138.515625,51.84697803,0.082385877,-0.395791207,4.051839465,21.15381608,6.148303907,43.07213267,0
32.625,30.0702303,6.007009546,40.50146538,27.67809365,60.52603206,2.345499272,4.566227882,1
133.0703125,56.08993665,-0.31269993,-0.405669597,19.85033445,54.98739754,2.633799311,5.41962489,0
85.8515625,44.2664323,0.68404926,1.101966369,2.290133779,16.98687088,8.818010824,89.0111496,0
112.5625,54.91054515,0.31253729,-0.399172726,4.765886288,23.27062771,5.452920005,32.82098511,0
69.234375,42.41912975,2.010625143,5.760894094,12.01839465,44.85330601,3.963575589,14.94381867,1
122.4296875,46.2705501,0.475846882,0.417941941,3.872073579,26.40667018,7.3672044,55.66470708,0
89.390625,37.67692314,0.49190633,1.864368281,3.419732441,20.0748452,7.550974698,64.83361415,0
132.2734375,43.70260198,-0.338099194,0.421059755,5.74916388,31.11953367,5.661745833,32.33130494,0
58.1484375,39.40338061,2.40403726,7.933314587,30.61371237,60.97807555,1.903758041,2.445592609,1
95.765625,43.60609984,0.900140778,1.57913225,1.489966555,16.50293578,11.9329675,148.1495697,0
126.453125,44.75102292,0.120139348,0.060669086,17.68729097,55.51536476,3.110639636,8.206655946,0
149.3515625,42.05011702,-0.016451936,0.47681226,2.918896321,19.20164807,8.209814032,76.27272803,0
104.0703125,39.94355071,0.204919664,1.731723621,0.811036789,11.14173263,17.84954256,347.453429,0
104.6171875,43.33447694,0.394126596,0.839760659,4.231605351,27.89107524,7.031493842,50.25714643,0
125.9765625,38.05166407,0.277064741,0.84551171,3.526755853,23.07136202,7.451935101,58.9476614,0
114.5390625,51.63482085,0.172613177,-0.18326175,2.171404682,16.43920242,9.168959639,98.52822524,0
107.2109375,47.47592356,0.165711454,0.179461178,3.341137124,18.56910658,6.917665675,56.48476456,0
119.640625,43.85393625,0.160408985,0.064574193,2.847826087,17.73113733,8.51968066,85.72851842,0
130.75,51.43184203,0.041032381,-0.378399079,2.114548495,17.88324515,9.747461886,102.9562867,0
129.8125,48.91490538,0.075247018,-0.190003785,2.069397993,17.2170688,10.36382577,118.4323035,0
123.4921875,54.43373209,-0.136258025,-0.403809474,2.876254181,17.23052644,8.530455586,87.31539511,0
83.3828125,37.5266824,0.606270094,2.52160106,1.476588629,12.91664635,11.9481964,174.9137902,0
135.6328125,48.35462605,-0.176937896,0.346115155,1.223244147,15.81042039,13.52070256,186.0030405,0
110.4296875,44.19376434,0.198591261,0.536032651,2.368729097,19.17535675,9.43844184,96.94838213,0
116.7734375,39.9024621,0.298250273,0.633269505,5.065217391,21.75311674,5.016227719,29.9149467,0
133.609375,47.00236603,0.078459969,0.131429308,10.9590301,39.34997538,3.786156336,13.777578,0
111.578125,47.89973404,0.294649006,0.200201431,4.816053512,29.93967642,6.61701284,43.81633485,0
83.875,43.17551389,0.721663137,1.517343046,2.933110368,19.35361505,8.55802382,82.08791866,0
119.296875,54.58184213,0.14948043,-0.423033324,3.403010033,20.94980761,8.005145028,73.3004279,0
103.7421875,42.45976884,0.216400606,0.931934396,0.943143813,12.42617443,15.00222279,246.4260744,0
119.34375,54.54691752,-0.016486433,-0.433032902,0.702341137,8.820963242,22.2590747,594.1372131,0
106.8046875,52.11811384,0.393578765,0.062708885,2.276755853,14.73164052,9.449024976,113.594034,0
76.15625,41.19739781,0.836710833,1.725350249,1.744983278,12.22726612,11.98834031,192.2063497,0
121.515625,56.70138121,0.013689465,-0.378918787,2.831103679,15.45004581,7.803411722,82.44600034,0
96.6953125,42.72268107,0.481746908,0.806312499,3.775919732,18.28174946,6.569441016,55.32852734,0
